sample_id,label,label_name,image_path
phase1_000026,0,clean,/root/fs/ai/seeact_web_agent_study_artifacts/short_command_screen_v1/phase1_classification/images/phase1_000026.jpg
phase1_000027,0,clean,/root/fs/ai/seeact_web_agent_study_artifacts/short_command_screen_v1/phase1_classification/images/phase1_000027.jpg
phase1_000028,0,clean,/root/fs/ai/seeact_web_agent_study_artifacts/short_command_screen_v1/phase1_classification/images/phase1_000028.jpg
phase1_000029,0,clean,/root/fs/ai/seeact_web_agent_study_artifacts/short_command_screen_v1/phase1_classification/images/phase1_000029.jpg
phase1_000030,1,adv,/root/fs/ai/seeact_web_agent_study_artifacts/short_command_screen_v1/phase1_classification/images/phase1_000030.jpg
phase1_000031,1,adv,/root/fs/ai/seeact_web_agent_study_artifacts/short_command_screen_v1/phase1_classification/images/phase1_000031.jpg
phase1_000032,0,clean,/root/fs/ai/seeact_web_agent_study_artifacts/short_command_screen_v1/phase1_classification/images/phase1_000032.jpg
phase1_000033,1,adv,/root/fs/ai/seeact_web_agent_study_artifacts/short_command_screen_v1/phase1_classification/images/phase1_000033.jpg
phase1_000034,1,adv,/root/fs/ai/seeact_web_agent_study_artifacts/short_command_screen_v1/phase1_classification/images/phase1_000034.jpg
phase1_000035,0,clean,/root/fs/ai/seeact_web_agent_study_artifacts/short_command_screen_v1/phase1_classification/images/phase1_000035.jpg
phase1_000036,0,clean,/root/fs/ai/seeact_web_agent_study_artifacts/short_command_screen_v1/phase1_classification/images/phase1_000036.jpg
phase1_000037,0,clean,/root/fs/ai/seeact_web_agent_study_artifacts/short_command_screen_v1/phase1_classification/images/phase1_000037.jpg
phase1_000038,0,clean,/root/fs/ai/seeact_web_agent_study_artifacts/short_command_screen_v1/phase1_classification/images/phase1_000038.jpg
phase1_000039,1,adv,/root/fs/ai/seeact_web_agent_study_artifacts/short_command_screen_v1/phase1_classification/images/phase1_000039.jpg
phase1_000040,0,clean,/root/fs/ai/seeact_web_agent_study_artifacts/short_command_screen_v1/phase1_classification/images/phase1_000040.jpg
phase1_000041,0,clean,/root/fs/ai/seeact_web_agent_study_artifacts/short_command_screen_v1/phase1_classification/images/phase1_000041.jpg
phase1_000042,0,clean,/root/fs/ai/seeact_web_agent_study_artifacts/short_command_screen_v1/phase1_classification/images/phase1_000042.jpg
phase1_000043,0,clean,/root/fs/ai/seeact_web_agent_study_artifacts/short_command_screen_v1/phase1_classification/images/phase1_000043.jpg
phase1_000044,1,adv,/root/fs/ai/seeact_web_agent_study_artifacts/short_command_screen_v1/phase1_classification/images/phase1_000044.jpg
phase1_000045,0,clean,/root/fs/ai/seeact_web_agent_study_artifacts/short_command_screen_v1/phase1_classification/images/phase1_000045.jpg
phase1_000046,0,clean,/root/fs/ai/seeact_web_agent_study_artifacts/short_command_screen_v1/phase1_classification/images/phase1_000046.jpg
phase1_000047,1,adv,/root/fs/ai/seeact_web_agent_study_artifacts/short_command_screen_v1/phase1_classification/images/phase1_000047.jpg
phase1_000048,0,clean,/root/fs/ai/seeact_web_agent_study_artifacts/short_command_screen_v1/phase1_classification/images/phase1_000048.jpg
phase1_000049,1,adv,/root/fs/ai/seeact_web_agent_study_artifacts/short_command_screen_v1/phase1_classification/images/phase1_000049.jpg
phase1_000050,0,clean,/root/fs/ai/seeact_web_agent_study_artifacts/short_command_screen_v1/phase1_classification/images/phase1_000050.jpg
phase1_000051,1,adv,/root/fs/ai/seeact_web_agent_study_artifacts/short_command_screen_v1/phase1_classification/images/phase1_000051.jpg
phase1_000052,1,adv,/root/fs/ai/seeact_web_agent_study_artifacts/short_command_screen_v1/phase1_classification/images/phase1_000052.jpg
phase1_000053,0,clean,/root/fs/ai/seeact_web_agent_study_artifacts/short_command_screen_v1/phase1_classification/images/phase1_000053.jpg
phase1_000054,1,adv,/root/fs/ai/seeact_web_agent_study_artifacts/short_command_screen_v1/phase1_classification/images/phase1_000054.jpg
phase1_000055,0,clean,/root/fs/ai/seeact_web_agent_study_artifacts/short_command_screen_v1/phase1_classification/images/phase1_000055.jpg
phase1_000056,0,clean,/root/fs/ai/seeact_web_agent_study_artifacts/short_command_screen_v1/phase1_classification/images/phase1_000056.jpg
phase1_000057,0,clean,/root/fs/ai/seeact_web_agent_study_artifacts/short_command_screen_v1/phase1_classification/images/phase1_000057.jpg
phase1_000058,0,clean,/root/fs/ai/seeact_web_agent_study_artifacts/short_command_screen_v1/phase1_classification/images/phase1_000058.jpg
phase1_000059,0,clean,/root/fs/ai/seeact_web_agent_study_artifacts/short_command_screen_v1/phase1_classification/images/phase1_000059.jpg
phase1_000060,0,clean,/root/fs/ai/seeact_web_agent_study_artifacts/short_command_screen_v1/phase1_classification/images/phase1_000060.jpg
phase1_000061,1,adv,/root/fs/ai/seeact_web_agent_study_artifacts/short_command_screen_v1/phase1_classification/images/phase1_000061.jpg
phase1_000062,0,clean,/root/fs/ai/seeact_web_agent_study_artifacts/short_command_screen_v1/phase1_classification/images/phase1_000062.jpg
phase1_000063,0,clean,/root/fs/ai/seeact_web_agent_study_artifacts/short_command_screen_v1/phase1_classification/images/phase1_000063.jpg
phase1_000064,0,clean,/root/fs/ai/seeact_web_agent_study_artifacts/short_command_screen_v1/phase1_classification/images/phase1_000064.jpg
phase1_000065,1,adv,/root/fs/ai/seeact_web_agent_study_artifacts/short_command_screen_v1/phase1_classification/images/phase1_000065.jpg
phase1_000066,0,clean,/root/fs/ai/seeact_web_agent_study_artifacts/short_command_screen_v1/phase1_classification/images/phase1_000066.jpg
phase1_000067,0,clean,/root/fs/ai/seeact_web_agent_study_artifacts/short_command_screen_v1/phase1_classification/images/phase1_000067.jpg
phase1_000068,1,adv,/root/fs/ai/seeact_web_agent_study_artifacts/short_command_screen_v1/phase1_classification/images/phase1_000068.jpg
phase1_000069,1,adv,/root/fs/ai/seeact_web_agent_study_artifacts/short_command_screen_v1/phase1_classification/images/phase1_000069.jpg
phase1_000070,0,clean,/root/fs/ai/seeact_web_agent_study_artifacts/short_command_screen_v1/phase1_classification/images/phase1_000070.jpg
phase1_000071,0,clean,/root/fs/ai/seeact_web_agent_study_artifacts/short_command_screen_v1/phase1_classification/images/phase1_000071.jpg
phase1_000072,0,clean,/root/fs/ai/seeact_web_agent_study_artifacts/short_command_screen_v1/phase1_classification/images/phase1_000072.jpg
phase1_000073,0,clean,/root/fs/ai/seeact_web_agent_study_artifacts/short_command_screen_v1/phase1_classification/images/phase1_000073.jpg
phase1_000074,0,clean,/root/fs/ai/seeact_web_agent_study_artifacts/short_command_screen_v1/phase1_classification/images/phase1_000074.jpg
phase1_000075,0,clean,/root/fs/ai/seeact_web_agent_study_artifacts/short_command_screen_v1/phase1_classification/images/phase1_000075.jpg
phase1_000076,0,clean,/root/fs/ai/seeact_web_agent_study_artifacts/short_command_screen_v1/phase1_classification/images/phase1_000076.jpg
phase1_000077,0,clean,/root/fs/ai/seeact_web_agent_study_artifacts/short_command_screen_v1/phase1_classification/images/phase1_000077.jpg
phase1_000078,1,adv,/root/fs/ai/seeact_web_agent_study_artifacts/short_command_screen_v1/phase1_classification/images/phase1_000078.jpg
phase1_000079,0,clean,/root/fs/ai/seeact_web_agent_study_artifacts/short_command_screen_v1/phase1_classification/images/phase1_000079.jpg
phase1_000080,1,adv,/root/fs/ai/seeact_web_agent_study_artifacts/short_command_screen_v1/phase1_classification/images/phase1_000080.jpg
phase1_000081,0,clean,/root/fs/ai/seeact_web_agent_study_artifacts/short_command_screen_v1/phase1_classification/images/phase1_000081.jpg
phase1_000082,0,clean,/root/fs/ai/seeact_web_agent_study_artifacts/short_command_screen_v1/phase1_classification/images/phase1_000082.jpg
